title,release_year,vote_average,popularity,genres,success
Kicking & Screaming,2005,5.6,9.875573,"Romance, Comedy, Family",1
Monster-in-Law,2005,5.6,6.328385,"Romance, Comedy",1
9 Songs,2004,5.1,18.847707,"Drama, Music, Romance",1
Madagascar,2005,6.6,16.136217,"Family, Animation",1
Airborne,1993,6.1,11.600224,"Action, Adventure, Comedy",1
Dominion: Prequel to the Exorcist,2005,4.8,7.892677,"Horror, Thriller",0
The Longest Yard,2005,6.2,7.349843,"Comedy, Drama",1
Most Wanted,1997,5.8,10.323838,"Action, Thriller",0
Cinderella Man,2005,7.3,6.363884,"Romance, Drama, History",1
The Sisterhood of the Traveling Pants,2005,6.3,9.263965,"Drama, Comedy",1
Lords of Dogtown,2005,7.0,4.350049,Drama,0
Mr. & Mrs. Smith,2005,6.5,15.724373,"Action, Comedy, Drama, Thriller",1
The Adventures of Sharkboy and Lavagirl,2005,4.4,6.477862,"Adventure, Family, Science Fiction",1
It's All Gone Pete Tong,2004,7.1,2.812182,"Drama, Comedy, Music",0
Quo Vadis,1951,7.0,11.840985,"Drama, History, Romance",1
Batman Begins,2005,7.5,28.505341,"Action, Crime, Drama",1
Herbie Fully Loaded,2005,5.1,9.35239,"Comedy, Family, Adventure, Fantasy, Romance",1
Land of the Dead,2005,6.0,9.478117,Horror,1
Bewitched,2005,4.8,9.276085,"Comedy, Fantasy, Romance",1
Somebody Up There Likes Me,1956,6.8,2.747776,Drama,1
An Unmarried Woman,1978,6.1,1.148295,"Drama, Romance, Comedy",1
War of the Worlds,2005,6.2,19.929377,"Adventure, Thriller, Science Fiction",1
March of the Penguins,2005,6.9,9.435123,"Documentary, Family",1
Rebound,2005,5.2,4.373457,"Comedy, Family",0
Dark Water,2005,5.3,6.53565,"Drama, Horror, Thriller",0
Fantastic Four,2005,5.5,19.382082,"Action, Adventure, Fantasy, Science Fiction",1
Murderball,2005,6.9,1.687901,Documentary,1
Wedding Crashers,2005,6.4,11.100597,"Comedy, Romance",1
Russian Dolls,2005,6.8,6.361343,"Comedy, Drama, Romance",1
Hustle & Flow,2005,6.9,7.422267,Drama,1
Hardware,1990,5.6,6.026159,"Horror, Science Fiction, Thriller",1
The Island,2005,6.5,11.443647,"Action, Thriller, Science Fiction, Adventure",1
Bad News Bears,2005,5.7,4.469459,"Comedy, Family",1
Sky High,2005,5.8,8.061423,"Adventure, Comedy, Family",1
Stealth,2005,4.9,13.89018,Action,0
Must Love Dogs,2005,5.8,9.378926,"Romance, Comedy",1
Serenity,2005,7.4,11.919995,"Science Fiction, Action, Adventure, Thriller",0
Broken Flowers,2005,6.8,6.589304,"Comedy, Drama, Mystery, Romance",1
The Heart is Deceitful Above All Things,2004,5.7,2.789574,Drama,1
Man-Thing,2005,4.0,6.11959,"Action, Horror, Science Fiction",0
The Dukes of Hazzard,2005,5.1,9.039467,"Action, Adventure, Comedy",1
Deuce Bigalow: European Gigolo,2005,4.6,5.341117,Comedy,1
The Skeleton Key,2005,6.4,10.947957,"Drama, Horror, Mystery, Thriller",1
Four Brothers,2005,6.7,6.84109,"Action, Crime",1
The Great Raid,2005,6.8,14.987902,"Action, History, War",0
The 40 Year Old Virgin,2005,6.2,11.519662,"Comedy, Romance",1
Red Eye,2005,6.2,6.336927,"Horror, Thriller",1
Dilwale Dulhania Le Jayenge,1995,9.1,34.457024,"Comedy, Drama, Romance",1
Valiant,2005,5.2,11.836827,"Animation, Family, Adventure",0
The Brothers Grimm,2005,5.6,15.66148,"Adventure, Fantasy, Action, Comedy, Thriller",1
The Cave,2005,5.2,8.077253,"Action, Adventure, Horror, Thriller",0
Undiscovered,2005,4.5,1.494688,"Comedy, Romance",0
The Constant Gardener,2005,6.9,11.556484,"Drama, Mystery, Thriller",1
Transporter 2,2005,6.2,11.359659,"Action, Thriller, Crime",1
Just Like Heaven,2005,6.5,8.351773,"Comedy, Fantasy, Romance",1
Proof,2005,6.2,7.983902,"Drama, Mystery",0
Lord of War,2005,7.0,8.745216,"Crime, Drama, Thriller",0
Cry_Wolf,2005,5.6,9.454335,"Horror, Thriller",1
Everything is Illuminated,2005,7.4,7.738924,"Comedy, Drama",0
Doom,2005,5.0,11.953553,"Adventure, Action, Horror",0
Domino,2005,6.0,6.394143,"Action, Crime",0
Waiting...,2005,6.2,5.054419,Comedy,1
Æon Flux,2005,5.4,12.201912,"Action, Science Fiction",0
An Unfinished Life,2005,6.7,7.761954,Drama,0
The Exorcism of Emily Rose,2005,6.3,10.966015,"Crime, Drama, Horror, Thriller",1
Flightplan,2005,6.1,12.419851,"Thriller, Drama, Mystery",1
Corpse Bride,2005,7.2,12.920032,"Romance, Fantasy, Animation, Music",1
A History of Violence,2005,6.9,11.119707,"Drama, Thriller, Crime",1
Oliver Twist,2005,6.7,12.369935,"Crime, Drama, Family",0
The Greatest Game Ever Played,2005,6.9,6.969342,"Drama, Family",0
Capote,2005,6.9,6.01272,"Crime, Drama",1
Into the Blue,2005,5.8,10.022102,"Action, Thriller, Adventure, Crime",0
Mirrormask,2005,6.6,5.354783,Fantasy,0
The Curse of the Were-Rabbit,2005,6.8,11.766244,"Adventure, Animation, Comedy, Family",1
Kiss Kiss Bang Bang,2005,7.2,11.76054,"Action, Comedy, Crime, Mystery",1
Goal!: The Dream Begins,2005,6.6,9.783762,Drama,0
The Wraith,1986,5.9,7.657918,"Romance, Science Fiction, Horror, Action, Crime",1
55 Days at Peking,1963,6.5,2.972529,"Action, Drama, History",0
The Squid and the Whale,2005,6.9,10.952762,"Comedy, Drama",1
Two for the Money,2005,5.9,9.003792,"Comedy, Crime, Drama, Thriller",0
Brokeback Mountain,2005,7.5,11.787044,"Drama, Romance",1
Elizabethtown,2005,6.1,11.82081,"Comedy, Drama, Romance",0
North Country,2005,6.9,8.781298,Drama,0
"Good Night, and Good Luck.",2005,6.8,7.523098,"Drama, History",1
The Proposition,2005,7.1,9.387212,"Action, Adventure, Crime, Drama, Thriller, Western",1
The Fog,2005,3.8,9.929809,"Horror, Thriller",1
Shopgirl,2005,5.7,4.349046,"Comedy, Drama, Romance",1
Stay,2005,6.5,6.572049,"Mystery, Thriller, Drama",0
The Legend of Zorro,2005,5.9,8.940007,"Action, Adventure",1
The Weather Man,2005,6.0,8.345866,"Comedy, Drama",0
Saw II,2005,6.3,15.399863,Horror,1
Empire of the Wolves,2005,5.5,9.255441,Action,0
Manderlay,2005,6.9,4.568999,Drama,0
Damnation Alley,1977,5.0,2.217704,"Action, Adventure, Science Fiction",0
Jarhead,2005,6.6,9.997032,"Drama, War",1
Chicken Little,2005,5.6,18.584609,"Animation, Family, Comedy",1
Joyeux Noël,2005,7.2,7.846226,"Romance, Drama, History, War, Music",0
Get Rich or Die Tryin',2005,6.3,9.820229,Drama,1
Syriana,2005,6.3,5.768575,"Drama, Thriller",1
Derailed,2005,6.1,10.600475,"Drama, Thriller",1
Pride & Prejudice,2005,7.8,14.439083,"Drama, Romance",1
Wolf Creek,2005,6.1,7.483385,"Horror, Thriller",1
Harry Potter and the Goblet of Fire,2005,7.5,24.903058,"Adventure, Fantasy, Family",1
Walk the Line,2005,7.3,11.476443,"Drama, Music, Romance",1
Rent,2005,6.7,9.530278,"Drama, Romance",0
Zathura: A Space Adventure,2005,6.1,10.695639,"Family, Fantasy, Science Fiction, Adventure",0
Bee Season,2005,5.2,2.308846,"Drama, Family",0
"Yours, Mine & Ours",2005,5.7,10.238422,"Comedy, Family, Romance",1
Match Point,2005,7.2,9.020372,"Drama, Thriller, Crime, Romance",1
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.7,18.13542,"Adventure, Family, Fantasy",1
King Kong,2005,6.6,19.761164,"Adventure, Drama, Action",1
Memoirs of a Geisha,2005,7.3,7.680762,"Drama, History, Romance",1
Down,2001,4.1,1.158196,"Action, Horror, Mystery, Thriller",0
The Matador,2005,6.2,3.867472,"Action, Comedy, Crime, Drama, Thriller",1
Mozart and the Whale,2005,6.5,8.334487,"Comedy, Drama, Romance",0
The Three Burials of Melquiades Estrada,2005,7.0,9.117934,"Adventure, Crime, Drama, Mystery, Western",0
Munich,2005,7.0,9.668761,"Drama, Action, History, Thriller",1
The Producers,2005,6.1,5.037224,"Comedy, Music",0
Transamerica,2005,6.9,7.398205,Drama,1
Rumor Has It...,2005,5.3,6.158212,Comedy,1
Cheaper by the Dozen 2,2005,5.8,7.101422,Comedy,1
Fun with Dick and Jane,2005,5.9,13.473381,Comedy,1
Keeping Mum,2005,6.5,5.742659,Comedy,1
The New World,2005,6.4,7.694502,"Drama, History, Romance",1
District B13,2004,6.5,7.594102,"Action, Thriller, Science Fiction",0
BloodRayne,2005,3.6,6.514132,"Action, Adventure, Fantasy, Horror",0
Hostel,2005,5.7,12.093928,Horror,1
Tristan & Isolde,2006,6.4,15.672195,Drama,0
Last Holiday,2006,6.4,5.53836,"Adventure, Comedy, Drama",0
Hoodwinked!,2005,6.0,6.398984,"Animation, Comedy, Family",1
Underworld: Evolution,2006,6.4,12.496805,"Fantasy, Action, Science Fiction, Thriller",1
Riding Alone for Thousands of Miles,2005,7.3,1.883227,Drama,0
Revolution,1985,5.3,2.806002,"Adventure, Drama, History, War",0
Bandidas,2006,5.8,19.294832,"Action, Comedy, Western, Crime",0
Annapolis,2006,6.0,5.450751,Drama,0
Big Momma's House 2,2006,5.4,7.622875,"Comedy, Crime",1
Nanny McPhee,2005,6.4,9.806554,"Fantasy, Comedy, Family",1
Final Destination 3,2006,5.8,11.872997,"Horror, Mystery",1
Dave Chappelle's Block Party,2005,6.5,2.092791,"Comedy, Documentary, Music",1
Troll,1986,4.9,10.254424,"Fantasy, Horror",1
Curious George,2006,6.1,12.602502,"Adventure, Animation, Comedy, Family",1
Firewall,2006,5.6,6.500892,Thriller,1
When a Stranger Calls,2006,5.4,5.149058,"Horror, Thriller",1
Tamara,2005,5.1,3.743679,"Fantasy, Horror, Thriller",0
Freedomland,2006,5.2,5.388535,"Drama, Thriller, Crime, Mystery",0
Winter Passing,2006,6.7,4.456904,"Comedy, Drama",0
Eight Below,2006,6.7,13.876881,"Adventure, Drama, Family",1
Date Movie,2006,3.6,5.682129,Comedy,1
Running Scared,2006,7.0,7.435544,"Action, Crime, Drama, Thriller",0
Madea's Family Reunion,2006,6.0,4.304175,"Drama, Comedy, Romance",1
Ultraviolet,2006,4.8,11.096655,"Science Fiction, Action, Thriller",1
Just My Luck,2006,5.8,6.053567,"Comedy, Drama, Family, Fantasy, Romance",1
Pulse,2006,5.0,10.307277,"Horror, Thriller",0
16 Blocks,2006,6.2,11.887779,"Action, Adventure, Crime, Thriller",1
Failure to Launch,2006,5.5,9.438013,Comedy,1
Ice Age: The Meltdown,2006,6.5,16.646029,"Animation, Family, Comedy, Adventure",1
V for Vendetta,2006,7.7,20.214422,"Action, Thriller, Fantasy",1
She's the Man,2006,6.4,6.916201,"Comedy, Drama, Family, Romance",1
Thank You for Smoking,2005,7.1,9.369527,"Comedy, Drama",1
Find Me Guilty,2006,6.5,15.295949,Drama,0
Inside Man,2006,7.3,13.393548,"Crime, Drama, Thriller",1
Tsotsi,2005,6.9,6.081201,"Crime, Drama",1
Aquamarine,2006,5.8,11.29062,"Fantasy, Romance, Family, Comedy",1
Leprechaun 2,1994,4.8,3.3924,"Comedy, Horror",1
Lights in the Dusk,2006,6.6,2.329388,"Crime, Drama",1
The Hills Have Eyes,2006,6.1,18.960549,"Horror, Thriller",1
The Shaggy Dog,2006,4.5,4.878907,"Comedy, Family",1
Son of the Pink Panther,1993,3.8,3.372523,Comedy,0
The Lives of Others,2006,7.9,9.02255,"Drama, Thriller",1
Take the Lead,2006,6.6,5.364459,Music,1
Lucky Number Slevin,2006,7.4,11.15092,"Drama, Thriller, Crime, Mystery",1
Volver,2006,7.3,6.302926,"Comedy, Drama, Romance",1
Akeelah and the Bee,2006,6.7,5.052049,Drama,1
Stay Alive,2006,5.3,4.854551,"Horror, Thriller",1
Basic Instinct 2,2006,4.6,15.321902,"Crime, Mystery, Thriller",0
Brick,2005,6.8,9.00314,"Drama, Mystery",1
ATL,2006,6.0,2.582818,Drama,1
Renaissance,2006,6.7,9.746725,"Action, Animation, Science Fiction",0
Friends with Money,2006,5.1,8.869162,"Comedy, Drama, Romance",1
Scary Movie 4,2006,5.3,13.096692,Comedy,1
Hard Candy,2005,6.8,9.62025,"Drama, Thriller",1
Pinocchio and the Emperor of the Night,1987,5.3,0.743274,"Animation, Adventure, Family",0
The Sentinel,2006,5.8,12.915358,"Action, Thriller, Crime",1
The Wild,2006,5.1,7.904333,"Family, Animation",0
Silent Hill,2006,6.3,7.938457,"Horror, Mystery",1
Battle in Heaven,2005,5.6,2.329513,Drama,0
American Dreamz,2006,4.9,4.936369,"Comedy, Drama, Family",0
Mata Hari,1931,6.1,1.41344,"Drama, Action, Thriller, Romance",1
The Protector,2005,6.8,9.005167,"Action, Crime, Drama, Thriller",1
Mission: Impossible III,2006,6.5,15.687983,"Adventure, Action, Thriller",1
RV,2006,5.6,11.511424,Comedy,1
United 93,2006,6.9,10.527141,"Drama, History, Crime, Thriller, Action",1
Down in the Valley,2005,6.0,11.448612,"Drama, Romance",0
Over the Hedge,2006,6.3,9.382953,"Comedy, Animation, Family",1
Poseidon,2006,5.5,6.581669,"Adventure, Action, Drama, Thriller",1
The Da Vinci Code,2006,6.5,18.566706,"Thriller, Mystery",1
X-Men: The Last Stand,2006,6.3,0.867943,"Adventure, Action, Science Fiction, Thriller",1
The Break-Up,2006,5.6,6.327193,"Romance, Comedy",1
Twelve and Holding,2005,7.0,1.829593,Drama,0
Cars,2006,6.6,18.907948,"Animation, Adventure, Comedy, Family",1
The Lost City,2005,5.9,2.637004,"Drama, Romance",0
Standing Still,2005,5.7,2.095106,"Comedy, Drama, Romance",0
The Omen,2006,5.3,5.670679,"Drama, Horror, Thriller",1
Nacho Libre,2006,5.6,12.042646,"Comedy, Family",1
The Lake House,2006,6.5,12.589019,"Romance, Drama, Mystery",1
Click,2006,6.0,9.796552,"Comedy, Drama, Fantasy, Romance",1
The Devil Wears Prada,2006,7.0,13.102384,"Comedy, Drama, Romance",1
Pirates of the Caribbean: Dead Man's Chest,2006,7.0,29.455314,"Adventure, Fantasy, Action",1
"You, Me and Dupree",2006,5.4,8.570085,"Comedy, Romance",1
Clerks II,2006,6.9,8.466725,Comedy,1
Lady in the Water,2006,5.3,8.704554,"Drama, Thriller, Fantasy, Mystery",0
Marie Antoinette,2006,6.5,8.852557,"Drama, History",1
Who Killed the Electric Car?,2006,7.2,8.570312,Documentary,1
An Inconvenient Truth,2006,6.7,6.684925,Documentary,1
The Fast and the Furious: Tokyo Drift,2006,6.1,2.238808,"Action, Crime, Drama, Thriller",1
Superman Returns,2006,5.4,13.284712,"Adventure, Fantasy, Action, Science Fiction",1
Little Miss Sunshine,2006,7.5,5.320117,"Comedy, Drama",1
Curse of the Pink Panther,1983,3.6,8.046375,"Crime, Comedy",0
Babel,2006,6.9,12.60853,Drama,1
Prophecy,1979,5.4,3.579175,"Horror, Science Fiction",1
Little Man,2006,5.3,7.067602,"Comedy, Crime",1
Monster House,2006,6.3,15.402378,"Animation, Comedy, Family, Fantasy",1
Snakes on a Plane,2006,5.1,7.418574,"Action, Crime, Horror, Thriller",1
Scoop,2006,6.4,8.16339,"Comedy, Mystery",1
Talladega Nights: The Ballad of Ricky Bobby,2006,6.2,6.936688,Comedy,1
Night at the Museum,2006,6.4,16.661966,"Action, Adventure, Comedy, Family, Fantasy",1
World Trade Center,2006,5.9,13.332102,"Drama, History, Thriller",1
Stranger Than Fiction,2006,7.1,10.798092,"Comedy, Drama, Fantasy, Romance",1
The Valley of Decision,1945,5.8,0.230534,Drama,1
Miami Vice,2006,5.7,11.72545,"Action, Adventure, Crime, Thriller",1
The Pursuit of Happyness,2006,7.7,20.981716,Drama,1
John Tucker Must Die,2006,5.9,7.810301,Comedy,1
The Ant Bully,2006,5.5,7.000272,"Fantasy, Adventure, Animation, Comedy, Family",1
Mrs Palfrey at The Claremont,2005,6.8,2.6982,"Comedy, Drama",1
Crank,2006,6.6,12.627593,"Action, Thriller, Crime",1
Black Gold,2011,5.9,6.652197,"Adventure, Drama",0
Chaos,2005,6.1,9.51795,"Drama, Action, Crime",0
Barnyard,2006,5.3,6.984949,"Animation, Comedy, Family",1
Step Up,2006,6.7,14.21769,"Music, Drama, Romance, Crime",1
Zoom,2006,4.9,11.967444,"Family, Fantasy, Comedy",0
Bon Cop Bad Cop,2006,6.5,5.397604,"Action, Comedy, Crime",1
Half Nelson,2006,6.5,12.155115,Drama,1
Tideland,2005,6.3,6.796465,"Fantasy, Drama, Thriller, Science Fiction",0
Cabin in the Sky,1943,7.1,1.233446,"Fantasy, Music",1
Accepted,2006,6.2,7.06088,Comedy,1
The Illusionist,2006,7.1,11.494009,"Fantasy, Drama, Thriller, Romance",1
The Queen,2006,6.8,7.904371,Drama,1
Beerfest,2006,5.8,7.481125,Comedy,1
The Wicker Man,2006,4.0,9.423256,"Mystery, Thriller, Horror",0
Crossover,2006,4.2,0.906143,"Action, Adventure, Drama",1
The Quiet,2005,6.1,4.997751,"Drama, Thriller",0
The Wind That Shakes the Barley,2006,7.1,6.752524,"Drama, History, War",1
The Covenant,2006,5.2,12.72212,"Action, Adventure, Fantasy, Horror, Science Fiction, Thriller",1
Sherrybaby,2006,6.3,3.319349,Drama,0
Idiocracy,2006,6.3,12.130803,"Adventure, Comedy, Science Fiction",0
The Fountain,2006,6.8,11.577121,"Drama, Adventure, Science Fiction, Romance",0
The Science of Sleep,2006,6.8,10.603991,"Comedy, Drama, Fantasy",1
Initial D,2005,6.3,4.331811,"Action, Crime, Thriller, Drama",1
The Black Dahlia,2006,5.7,6.506572,Drama,0
Gridiron Gang,2006,6.6,5.025475,"Action, Adventure, Crime, Drama",1
Vixen!,1968,5.5,1.310245,"Comedy, Drama, Romance",1
Apocalypto,2006,7.3,7.735233,"Action, Adventure, Drama, Thriller",1
Flyboys,2006,6.3,5.460942,"Action, Adventure, Drama, History, Romance, War",0
Jackass Number Two,2006,6.4,7.915368,"Action, Comedy, Documentary",1
All the King's Men,2006,5.7,7.991168,"Drama, Thriller",0
Conversations with Other Women,2006,6.2,2.333661,"Drama, Romance",1
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,6.5,8.278336,Comedy,1
Pan's Labyrinth,2006,7.6,26.817754,"Fantasy, Drama, War",1
The Guardian,2006,6.8,10.031817,"Action, Adventure, Drama",0
Open Season,2006,6.1,11.744242,"Adventure, Animation, Family",1
School for Scoundrels,2006,5.6,10.725567,"Comedy, Drama, Romance",0
The Departed,2006,7.9,18.515448,"Drama, Thriller, Crime",1
Employee of the Month,2006,5.4,8.596352,"Comedy, Romance",1
Stormbreaker,2006,5.1,8.778999,"Adventure, Action, Family",0
Running with Scissors,2006,5.8,4.926507,"Drama, Comedy",0
The Grudge 2,2006,5.3,6.768804,"Horror, Thriller",1
Man of the Year,2006,5.8,7.018483,"Comedy, Drama, Romance, Thriller",1
The Marine,2006,5.0,6.679168,"Action, Adventure, Drama, Thriller",1
Infamous,2006,6.4,5.169999,Drama,0
One Night with the King,2006,6.1,3.660528,Drama,0
Little Children,2006,6.9,7.311148,"Romance, Drama",0
F.I.S.T.,1978,6.5,3.566996,"Drama, Action",0
Facing the Giants,2006,6.6,7.485908,Drama,1
The Last King of Scotland,2006,7.4,9.424157,Drama,1
Shortbus,2006,6.3,11.547748,"Romance, Drama, Comedy",1
Children of Men,2006,7.4,14.114606,"Drama, Action, Thriller, Science Fiction",0
The Prestige,2006,8.0,16.94556,"Drama, Mystery, Thriller",1
Flags of Our Fathers,2006,6.7,9.224494,"War, Drama, History",0
Flicka,2006,6.1,3.94159,Drama,1
9th Company,2005,6.8,9.586723,"Drama, History, War, Action",1
Saw III,2006,6.1,14.938035,"Horror, Thriller, Crime",1
Death of a President,2006,5.7,4.028906,"Documentary, Drama, Science Fiction",0
The Charge of the Light Brigade,1936,6.8,5.39865,"Action, Adventure, Drama, War",1
Flushed Away,2006,6.0,9.922577,"Adventure, Animation, Comedy, Family",0
Perfume: The Story of a Murderer,2006,7.1,10.297304,"Crime, Fantasy, Drama",1
The Santa Clause 3: The Escape Clause,2006,5.0,6.829528,"Comedy, Family, Adventure",1
A Good Year,2006,6.5,7.82187,"Comedy, Drama, Romance",1
The Return,2006,5.1,9.338989,"Drama, Horror, Thriller",0
For Your Consideration,2006,5.9,12.142183,"Comedy, Drama",0
Casino Royale,2006,7.3,23.065078,"Adventure, Action, Thriller",1
Happy Feet,2006,5.9,15.088318,"Animation, Comedy",1
Let's Go to Prison,2006,5.5,3.856827,"Comedy, Crime",1
Déjà Vu,2006,6.6,14.922904,"Action, Thriller, Science Fiction",1
The Holiday,2006,6.7,14.043416,"Comedy, Romance",1
Snow Cake,2006,7.3,11.556057,"Romance, Drama",0
Harsh Times,2005,6.3,7.659357,"Crime, Drama, Thriller, Action",1
Tenacious D in The Pick of Destiny,2006,6.5,7.98193,"Comedy, Music",0
Blood Diamond,2006,7.4,12.477872,"Drama, Thriller, Action",1
Charlotte's Web,2006,5.8,10.254314,"Comedy, Family, Fantasy",1
Eragon,2006,4.9,9.851133,"Fantasy, Action, Adventure, Family",1
Rocky Balboa,2006,6.5,11.697604,Drama,1
Fur: An Imaginary Portrait of Diane Arbus,2006,5.8,5.108321,"Drama, Mystery, Romance",0
Another Gay Movie,2006,5.2,5.978211,"Comedy, Romance",1
We Are Marshall,2006,6.7,5.401746,Drama,0
The Good Shepherd,2006,6.3,11.057536,"Drama, Thriller, History",0
Dreamgirls,2006,6.6,7.739633,Drama,1
Freedom Writers,2007,7.6,13.585233,"Crime, Drama",1
The History Boys,2006,6.6,3.403583,"Comedy, Drama",1
Notes on a Scandal,2006,6.9,8.593087,"Drama, Romance",1
DOA: Dead or Alive,2006,5.0,5.756379,"Adventure, Action, Thriller",0
The Good German,2006,5.9,5.290831,"War, Crime, Drama, Mystery, Romance, Thriller",0
Letters from Iwo Jima,2006,7.2,11.649588,"Action, Adventure, Drama, War",1
Black Christmas,2006,4.8,7.888302,"Horror, Thriller",1
Happily N'Ever After,2006,4.6,13.139893,"Animation, Comedy, Family, Fantasy, Science Fiction",0
Code Name: The Cleaner,2007,4.7,11.107148,"Action, Comedy, Crime",0
Stomp the Yard,2007,6.1,5.607508,"Drama, Music",1
Miss Potter,2006,6.3,8.599342,"Drama, Family, Romance",1
Arthur and the Invisibles,2006,6.0,11.621534,"Adventure, Fantasy, Animation, Family",1
The Hitcher,2007,5.6,7.160967,"Action, Horror, Crime",1
Bridge to Terabithia,2007,7.0,8.460206,"Adventure, Drama, Family",1
Killer of Sheep,1978,6.5,2.777856,Drama,1
Waitress,2007,6.6,11.276024,Comedy,1
Catch and Release,2006,5.8,5.953413,"Comedy, Drama, Romance",0
Smokin' Aces,2006,6.4,7.906434,"Action, Comedy, Crime, Thriller",1
Epic Movie,2007,3.2,5.549609,"Action, Adventure, Comedy",1
The Messengers,2007,5.6,9.629399,"Mystery, Thriller, Horror",0
Hannibal Rising,2007,6.0,2.159558,"Crime, Drama, Thriller",1
Norbit,2007,5.0,7.667874,Comedy,1
Ratatouille,2007,7.5,20.50803,"Animation, Comedy, Family, Fantasy",1
"Paris, je t'aime",2006,6.7,6.980486,"Drama, Romance",0
The Astronaut Farmer,2006,6.2,6.862146,"Adventure, Comedy, Drama, Science Fiction",0
It's a Boy Girl Thing,2006,6.3,8.960677,"Comedy, Fantasy, Romance",0
Myra Breckinridge,1970,4.8,0.619657,"Comedy, Drama",0
Days of Glory,2006,6.7,10.021547,"Drama, History, War",1
Unknown,2006,6.4,13.505066,"Crime, Drama, Mystery, Thriller",0
Trailer Park Boys: The Movie,2006,6.8,3.172765,Comedy,0
Ghost Rider,2007,5.2,11.902354,"Thriller, Action, Fantasy, Horror",1
Daddy's Little Girls,2007,6.6,6.063809,"Comedy, Drama, Romance",1
Music and Lyrics,2007,6.2,7.196688,"Comedy, Music, Romance",1
The Number 23,2007,6.3,8.140941,"Thriller, Drama, Mystery",1
Reno 911!: Miami,2007,5.6,4.468247,"Action, Adventure, Comedy, Crime",1
Black Snake Moan,2006,6.6,7.050403,Drama,0
Kidulthood,2006,6.2,5.230003,Drama,0
Hot Fuzz,2007,7.4,13.535195,"Crime, Action, Comedy",1
Next,2007,5.9,9.41746,"Action, Science Fiction, Thriller",1
Romanzo criminale,2005,7.3,4.387586,Drama,1
Wise Guys,1986,6.1,1.884204,"Comedy, Crime",0
Zodiac,2007,7.3,19.083823,"Crime, Drama, Mystery, Thriller",1
Zyzzyx Road,2006,4.0,0.717595,Thriller,0
300,2006,7.0,18.108408,"Action, Adventure, War",1
Starter for 10,2006,6.7,5.140016,"Drama, Comedy, Romance",1
The Host,2006,6.7,9.386916,"Horror, Drama, Science Fiction",1
Becoming Jane,2007,6.9,7.829737,"Drama, Romance",1
The Namesake,2006,6.8,4.273271,Drama,1
I Think I Love My Wife,2007,5.0,3.966066,"Comedy, Romance",1
Premonition,2007,5.8,10.163764,"Thriller, Drama, Mystery",1
Dead Silence,2007,6.2,10.763622,Horror,1
Reign Over Me,2007,7.1,10.027137,Drama,1
Shooter,2007,6.9,14.246918,"Action, Drama, Mystery, Thriller, Crime",1
TMNT,2007,6.0,11.358363,"Adventure, Animation, Comedy, Family",1
Black Book,2006,7.2,7.440511,"Drama, Thriller, War",1
The Lookout,2007,6.6,12.153493,"Crime, Drama, Thriller",0
The Reaping,2007,5.4,9.825841,"Thriller, Horror",1
Meet the Robinsons,2007,6.7,10.529576,"Animation, Comedy, Family",1
Seraphim Falls,2006,6.4,5.034585,"Western, Drama",0
Sunshine,2007,7.0,12.715571,"Science Fiction, Thriller",0
The Hoax,2006,6.4,4.78586,"Comedy, Drama",0
Goya's Ghosts,2006,6.6,5.91265,Drama,0
Perfect Stranger,2007,5.4,9.925255,"Crime, Drama, Mystery, Thriller",1
Disturbia,2007,6.6,18.006896,"Thriller, Drama, Mystery",1
Pathfinder,2007,5.4,11.101549,Adventure,0
Slow Burn,2005,5.5,6.300001,"Mystery, Crime, Drama, Thriller",0
The Contract,2006,5.5,5.615957,"Drama, Action, Thriller, Crime",0
Vacancy,2007,6.0,7.712309,"Horror, Thriller",1
In the Land of Women,2007,5.8,9.351276,"Romance, Comedy, Drama",1
Mr. Bean's Holiday,2007,6.1,10.19853,"Family, Comedy",1
The Invisible,2007,6.0,6.097503,"Crime, Drama, Fantasy, Mystery, Thriller",0
Spider-Man 3,2007,5.9,27.614265,"Fantasy, Action, Adventure",1
Tales from Earthsea,2006,6.5,9.409701,"Adventure, Fantasy, Animation, Science Fiction",1
The Rocket: The Legend of Rocket Richard,2005,6.1,0.860734,Drama,0
Day Watch,2006,6.2,7.42908,"Fantasy, Horror",1
This Is England,2006,7.4,2.514638,"Drama, Crime",1
Knocked Up,2007,6.2,9.058516,"Comedy, Romance, Drama",1
Hairspray,2007,6.5,7.768045,"Family, Comedy, Music, Romance",1
28 Weeks Later,2007,6.5,12.884191,"Horror, Thriller, Science Fiction",1
Shrek the Third,2007,6.0,14.072479,"Fantasy, Adventure, Animation, Comedy, Family",1
Once,2007,7.4,10.357064,"Drama, Music, Romance",1
Pirates of the Caribbean: At World's End,2007,6.9,31.363664,"Adventure, Fantasy, Action",1
Bug,2006,6.0,5.911303,"Horror, Thriller",1
Mr. Brooks,2007,6.8,7.423812,"Drama, Crime, Mystery, Thriller",1
Gracie,2007,6.0,2.961621,Drama,0
88 Minutes,2007,5.7,8.552967,"Crime, Mystery, Thriller",0
Ocean's Thirteen,2007,6.5,12.16276,"Crime, Thriller",1
Ten Canoes,2006,6.7,1.372493,"Adventure, Comedy, Drama",0
