title,release_year,budget,revenue,runtime,vote_average,vote_count,popularity,genres,success
Best Defense,1984,18000000.0,19265302.0,94.0,3.6,25.0,1.975174,"Action, Comedy",1
50 First Dates,2004,75000000.0,196482882.0,99.0,6.6,2161.0,11.134888,"Comedy, Romance",1
Welcome to Mooseport,2004,30000000.0,14000000.0,110.0,4.8,54.0,3.832792,Comedy,0
Vanishing Point,1971,1300000.0,72266306.0,99.0,7.1,110.0,5.184013,"Action, Thriller, Drama",1
The Thief of Bagdad,1924,1135654.0,1213880.0,149.0,7.4,37.0,3.878515,"Action, Adventure, Drama, Family, Fantasy",1
King Solomon's Mines,1985,12500000.0,238227.0,100.0,5.0,101.0,6.138795,"Action, Adventure, Comedy",0
Raw Deal,1986,8500000.0,16209459.0,106.0,5.5,159.0,9.292099,"Action, Crime, Thriller",1
Against the Ropes,2004,39000000.0,6614280.0,106.0,4.5,32.0,1.381022,"Romance, Drama",0
Confessions of a Teenage Drama Queen,2004,15000000.0,29331068.0,89.0,5.1,228.0,7.423275,Comedy,1
EuroTrip,2004,25000000.0,20796847.0,93.0,6.5,673.0,6.275468,Comedy,0
The Passion of the Christ,2004,30000000.0,611899420.0,127.0,6.9,888.0,13.194168,Drama,1
Club Dread,2004,8500000.0,5001655.0,104.0,5.1,107.0,6.57613,"Comedy, Horror",0
Dirty Dancing: Havana Nights,2004,25000000.0,27685016.0,86.0,6.0,154.0,4.475359,"Drama, Romance",1
Twisted,2004,50000000.0,25195000.0,97.0,5.3,127.0,5.376246,"Action, Adventure, Crime, Drama, Thriller",0
"Good bye, Lenin!",2003,4800000.0,79384880.0,121.0,7.4,602.0,10.605595,"Comedy, Drama, Romance",1
Hidalgo,2004,100000000.0,108103450.0,136.0,6.5,321.0,8.140709,"Western, Adventure",1
Starsky & Hutch,2004,60000000.0,170268750.0,101.0,5.6,661.0,10.776138,"Comedy, Crime",1
Agent Cody Banks 2: Destination London,2004,26000000.0,28818995.0,100.0,5.2,145.0,12.59201,Comedy,1
The Girl Next Door,2004,25000000.0,30411183.0,108.0,6.3,844.0,13.083718,Comedy,1
Secret Window,2004,40000000.0,92913171.0,96.0,6.4,1007.0,9.524283,"Thriller, Mystery",1
Spartan,2004,19250000.0,8112712.0,102.0,6.3,104.0,7.364519,"Mystery, Action, Drama, Thriller, Crime",0
Clifford,1994,19000000.0,7411659.0,89.0,5.3,17.0,2.459293,"Comedy, Family",0
The Wind in the Willows,1996,12.0,1.0,84.0,4.9,16.0,1.410322,"Fantasy, Drama, Comedy, Family, Adventure",0
Dawn of the Dead,2004,28000000.0,102356381.0,101.0,6.8,1039.0,13.157873,"Fantasy, Horror, Action",1
Eternal Sunshine of the Spotless Mind,2004,20000000.0,72258126.0,108.0,7.9,3758.0,12.906327,"Science Fiction, Drama, Romance",1
Taking Lives,2004,45000000.0,65470529.0,103.0,6.0,356.0,7.85646,"Action, Crime, Mystery, Thriller",1
Intermission,2003,5000000.0,4856298.0,105.0,6.4,51.0,3.715985,"Romance, Action, Comedy, Crime, Mystery, Drama",0
Jersey Girl,2004,35000000.0,36098382.0,102.0,5.8,333.0,5.706507,"Comedy, Romance",1
Never Die Alone,2004,3000000.0,5923000.0,88.0,5.7,34.0,6.212433,"Action, Adventure, Crime, Drama, Thriller",1
Dogville,2003,10000000.0,16680836.0,178.0,7.6,619.0,9.808595,"Crime, Drama, Thriller",1
Hellboy,2004,66000000.0,99318987.0,122.0,6.5,2278.0,13.206854,"Fantasy, Action, Science Fiction",1
Home on the Range,2004,110000000.0,103951461.0,76.0,5.7,405.0,8.555544,"Animation, Family",0
Walking Tall,2004,56000000.0,57223890.0,86.0,6.0,387.0,10.577565,"Adventure, Drama, Action, Thriller",1
Johnson Family Vacation,2004,12000000.0,31179516.0,97.0,4.8,31.0,3.223039,"Comedy, Family",1
The Alamo,2004,145000000.0,25819961.0,137.0,5.8,108.0,12.240901,"Western, History, War",0
Ella Enchanted,2004,31000000.0,27388767.0,96.0,5.9,454.0,11.316988,"Family, Fantasy, Comedy",0
The Whole Ten Yards,2004,40000000.0,26155781.0,98.0,5.5,282.0,7.15606,"Comedy, Thriller, Crime",0
The Ten Commandments,1956,13000000.0,122700000.0,220.0,7.5,358.0,11.14704,"Drama, History",1
Dawn of the Dead,1978,650000.0,55000000.0,127.0,7.4,597.0,19.24201,Horror,1
Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,1965,5600000.0,29950000.0,138.0,6.4,40.0,5.191425,"Action, Adventure, Comedy",1
After Hours,1985,4500000.0,10609321.0,97.0,7.4,251.0,6.583161,"Comedy, Thriller, Drama",1
Connie and Carla,2004,20000000.0,11341016.0,98.0,6.4,24.0,9.502332,"Music, Comedy, Crime",0
Kill Bill: Vol. 2,2004,30000000.0,152159461.0,136.0,7.7,4061.0,21.533072,"Action, Crime, Thriller",1
The Punisher,2004,33000000.0,54700105.0,124.0,6.1,786.0,18.250919,"Action, Crime, Drama",1
Young Adam,2003,6400000.0,2500000.0,93.0,5.9,46.0,5.235419,"Drama, Thriller, Crime, Romance",0
13 Going on 30,2004,37000000.0,96455697.0,98.0,6.3,1260.0,12.632595,"Comedy, Fantasy, Romance",1
Man on Fire,2004,70000000.0,130293714.0,146.0,7.3,1583.0,9.635691,"Action, Drama, Thriller, Crime",1
Godsend,2004,25000000.0,30114487.0,102.0,4.7,114.0,11.271148,"Drama, Horror, Science Fiction, Thriller",1
Laws of Attraction,2004,28000000.0,30016165.0,90.0,5.6,104.0,5.739139,"Action, Comedy, Romance, Thriller",1
Mean Girls,2004,17000000.0,129042871.0,97.0,6.9,2401.0,11.454835,Comedy,1
Mickey,2004,6000000.0,293793.0,90.0,6.5,1.0,0.33262,"Drama, Family",0
Van Helsing,2004,160000000.0,300257475.0,132.0,6.0,1674.0,12.643312,"Horror, Adventure, Action",1
The Mudge Boy,2003,800000.0,62852.0,94.0,7.3,24.0,7.137026,Drama,0
Troy,2004,175000000.0,497409852.0,163.0,6.9,2841.0,15.387275,"Adventure, Drama, War",1
D-Tox,2002,55000000.0,6416302.0,96.0,5.4,126.0,13.374415,"Action, Thriller",0
Enemy Mine,1985,40000000.0,12303411.0,108.0,6.7,253.0,9.802889,"Drama, Science Fiction",0
Enter the Dragon,1973,850000.0,90000000.0,99.0,7.3,489.0,10.687757,"Action, Crime, Thriller",1
You Only Live Twice,1967,9500000.0,111584787.0,117.0,6.5,541.0,10.359669,"Action, Thriller, Adventure",1
Octopussy,1983,27500000.0,187500000.0,131.0,6.2,534.0,10.619302,"Adventure, Action, Thriller",1
Never Say Never Again,1983,36000000.0,160000000.0,134.0,5.8,348.0,10.231985,"Adventure, Action, Thriller",1
Desert Hearts,1985,350000.0,2400000.0,96.0,6.7,21.0,1.553107,"Drama, Romance",1
Body Double,1984,10000000.0,8801940.0,114.0,6.4,138.0,9.836894,"Crime, Mystery, Horror, Thriller",0
The Miracle Worker,1962,500000.0,2500000.0,106.0,7.5,65.0,4.368765,Drama,1
Raising Cain,1992,12000000.0,37170057.0,91.0,5.9,66.0,8.816951,"Drama, Horror, Thriller, Crime",1
Noises Off...,1992,12000000.0,2280148.0,101.0,7.0,38.0,4.179487,Comedy,0
The China Syndrome,1979,5900000.0,51718367.0,122.0,7.0,99.0,4.621214,"Thriller, Drama",1
Cat People,1942,134000.0,4000000.0,73.0,6.9,96.0,5.110716,"Thriller, Drama, Horror",1
Good Guys Wear Black,1978,1000000.0,18300000.0,95.0,5.7,19.0,2.261946,"Action, Thriller",1
On Deadly Ground,1994,50000000.0,49000000.0,102.0,4.6,109.0,6.678661,"Action, Thriller",0
Forever Fever,1998,1070000.0,570000.0,95.0,5.1,4.0,0.170074,"Comedy, Music, Romance, Foreign",0
Explorers,1985,25000000.0,9873044.0,109.0,6.2,120.0,4.935932,"Adventure, Family, Fantasy, Romance, Science Fiction",0
The Warriors,1979,4000000.0,22490039.0,93.0,7.4,451.0,11.457298,"Action, Adventure, Crime, Drama, Thriller",1
Waterloo,1970,25000000.0,3052000.0,128.0,7.1,33.0,3.240624,"History, Action, Drama",0
Woodstock,1970,600000.0,34505110.0,225.0,7.1,67.0,3.624542,"History, Documentary, Music",1
Pat Garrett & Billy the Kid,1973,4638783.0,11000000.0,106.0,7.2,67.0,5.781236,Western,1
The Ballad of Cable Hogue,1970,3716946.0,5000000.0,121.0,6.9,48.0,2.537955,"Action, Comedy, Western",1
The Indian Runner,1991,7000000.0,191125.0,127.0,6.2,23.0,7.218957,Drama,0
The Night of the Iguana,1964,3000000.0,12000000.0,125.0,6.9,36.0,2.560454,"Drama, Romance",1
Nightbreed,1990,11000000.0,8862354.0,102.0,6.4,106.0,6.372135,"Action, Drama, Fantasy, Horror",0
Ken Park,2002,1300000.0,447741.0,97.0,5.7,136.0,12.630419,Drama,0
A Bridge Too Far,1977,22000000.0,50750000.0,175.0,7.0,210.0,7.719173,"Drama, History, War",1
Broadway Danny Rose,1984,8000000.0,10600497.0,84.0,7.2,104.0,5.892277,Comedy,1
From Beyond,1986,4500000.0,1261000.0,86.0,6.5,105.0,7.522655,"Horror, Science Fiction, Fantasy",0
Space Truckers,1996,25000000.0,1614266.0,95.0,5.6,38.0,3.596317,"Comedy, Science Fiction, Thriller, Adventure",0
Not of This Earth,1988,210000.0,107352.0,81.0,4.5,14.0,1.569865,"Horror, Science Fiction",0
Death Race 2000,1975,300000.0,8000000.0,80.0,6.0,125.0,6.064898,"Action, Comedy, Science Fiction",1
The Getaway,1972,3352254.0,58831997.0,118.0,7.0,120.0,10.037593,"Action, Crime, Thriller",1
Mean Streets,1973,500000.0,3000000.0,110.0,7.2,359.0,8.212399,"Drama, Crime",1
Harper,1966,3500000.0,12000000.0,121.0,6.3,37.0,8.55931,"Action, Drama, Thriller, Crime, Mystery",1
Dahmer,2002,250000.0,144008.0,101.0,5.2,56.0,3.66229,"Drama, Horror",0
Paradise,1991,34000000.0,18634643.0,111.0,5.6,13.0,7.176726,"Drama, Family, Romance",0
Bad Day at Black Rock,1955,1271000.0,3788000.0,81.0,7.0,88.0,7.441117,"Crime, Drama, Western",1
Charly,1968,950000.0,814666.0,103.0,6.6,28.0,2.526159,"Drama, Romance, Science Fiction",0
Beyond the Valley of the Dolls,1970,2090000.0,40000000.0,109.0,6.6,53.0,3.129943,"Comedy, Drama, Thriller",1
At Play in the Fields of the Lord,1991,36000000.0,1345903.0,189.0,5.8,11.0,2.151436,"Drama, Romance",0
Night of the Living Dead,1990,4200000.0,5835247.0,88.0,6.7,198.0,10.644165,Horror,1
Queen Christina,1933,1114000.0,2610000.0,99.0,6.8,24.0,2.886254,"Drama, History, Romance",1
Purple Rain,1984,7200000.0,68392977.0,111.0,6.6,91.0,9.190328,"Drama, Music, Romance",1
The Cowboys,1972,6000000.0,7500000.0,131.0,7.0,60.0,3.189566,"Action, Adventure, Drama, Western",1
The Caine Mutiny,1954,2000000.0,21750000.0,124.0,7.2,78.0,8.999948,"Drama, War",1
Escape from Alcatraz,1979,8000000.0,43000000.0,111.0,7.3,581.0,11.837667,"Crime, Drama",1
Shrek 2,2004,150000000.0,919838758.0,93.0,6.7,3082.0,16.22986,"Adventure, Animation, Comedy, Family, Fantasy",1
The Day After Tomorrow,2004,125000000.0,544272402.0,124.0,6.2,2462.0,15.049695,"Action, Adventure, Science Fiction, Thriller",1
Raising Helen,2004,50000000.0,49718611.0,119.0,5.9,195.0,12.448933,"Drama, Comedy, Romance",0
Soul Plane,2004,16000000.0,14822346.0,86.0,4.7,109.0,8.604389,"Romance, Comedy",0
The Mother,2003,2500000.0,1062253.0,112.0,6.3,18.0,3.551063,"Drama, Romance",0
Harry Potter and the Prisoner of Azkaban,2004,130000000.0,789804554.0,141.0,7.7,6037.0,28.460276,"Adventure, Fantasy, Family",1
Mindhunters,2004,27000000.0,21148829.0,106.0,6.3,339.0,7.600017,"Mystery, Thriller, Crime",0
The Chronicles of Riddick,2004,105000000.0,115772733.0,119.0,6.3,1593.0,5.060352,"Action, Science Fiction",1
Garfield,2004,50000000.0,200804534.0,80.0,5.2,851.0,10.003679,"Animation, Comedy, Family",1
The Stepford Wives,2004,90000000.0,102000000.0,93.0,5.4,339.0,10.81552,"Action, Comedy, Science Fiction",1
Napoleon Dynamite,2004,400000.0,46118097.0,95.0,6.7,567.0,10.287419,Comedy,1
City of Joy,1992,27000000.0,14683921.0,132.0,6.3,30.0,1.408176,Drama,0
The Doctor,1991,12000000.0,38120905.0,122.0,6.6,24.0,8.337242,Drama,1
For Me and My Gal,1942,802000.0,4371000.0,104.0,6.2,12.0,6.165341,"Drama, Music, Romance",1
Star!,1968,14320000.0,14000000.0,176.0,6.0,7.0,0.585397,"Drama, Music, Romance",0
The Molly Maguires,1970,11000000.0,2200000.0,124.0,5.9,16.0,2.27258,"Drama, History",0
Meet the Applegates,1991,5000000.0,485772.0,90.0,5.0,6.0,0.399156,"Comedy, Science Fiction",0
Sands of Iwo Jima,1949,1000000.0,7800000.0,100.0,6.2,33.0,2.828371,"Action, Drama, History, War",1
Super Size Me,2004,65000.0,28575078.0,100.0,6.6,520.0,5.266103,"Documentary, Comedy, Drama",1
The Born Losers,1967,360000.0,36000000.0,113.0,5.3,13.0,1.345165,"Action, Drama",1
The Hitcher,1986,6000000.0,5844868.0,97.0,6.9,192.0,5.648114,"Action, Horror, Thriller",0
Show Boat,1951,2300000.0,11000000.0,107.0,6.9,18.0,2.01799,"Music, Romance",1
Around the World in 80 Days,2004,110000000.0,72178895.0,120.0,5.7,687.0,7.825072,"Action, Adventure, Comedy",0
DodgeBall: A True Underdog Story,2004,20000000.0,167722310.0,92.0,6.2,1009.0,11.967379,Comedy,1
The Terminal,2004,60000000.0,219417255.0,128.0,7.1,1974.0,14.092373,"Comedy, Drama",1
White Chicks,2004,37000000.0,113086475.0,109.0,6.3,704.0,7.723341,Comedy,1
The Notebook,2004,29000000.0,115603229.0,123.0,7.7,3163.0,15.239013,"Romance, Drama",1
Two Brothers,2004,74500000.0,62172050.0,109.0,6.9,185.0,5.300303,"Adventure, Drama, Family",0
Bob & Carol & Ted & Alice,1969,2000000.0,30000000.0,101.0,6.2,20.0,1.81433,"Comedy, Drama",1
Rapa Nui,1994,20000000.0,305070.0,107.0,6.2,33.0,7.180346,Adventure,0
Juice,1992,5000000.0,20146880.0,96.0,7.0,103.0,5.547398,"Action, Crime, Drama, Thriller",1
Taxi 3,2003,14500000.0,65497208.0,82.0,5.5,367.0,5.892859,"Action, Comedy",1
Overboard,1987,1880006.0,26713187.0,106.0,6.7,240.0,5.549621,"Comedy, Romance",1
Fahrenheit 9/11,2004,6000000.0,119114517.0,122.0,6.9,403.0,6.83946,,1
Search and Destroy,1995,4000000.0,389503.0,90.0,6.1,4.0,0.737602,"Action, Comedy, Drama, Thriller",0
Hard Times,1975,2700000.0,5000000.0,93.0,6.7,56.0,3.427039,Drama,1
The Last Starfighter,1984,15000000.0,28733290.0,101.0,6.5,225.0,5.984133,"Adventure, Science Fiction, Action",1
Spider-Man 2,2004,200000000.0,783766341.0,127.0,6.7,4432.0,10.834506,"Action, Adventure, Fantasy",1
Before Sunset,2004,2700000.0,15992615.0,80.0,7.6,734.0,7.048957,"Drama, Romance",1
King Arthur,2004,120000000.0,203567857.0,126.0,6.1,827.0,8.862107,"Adventure, War, History",1
Anchorman: The Legend of Ron Burgundy,2004,26000000.0,90574188.0,94.0,6.7,1523.0,10.33012,Comedy,1
A Cinderella Story,2004,19000000.0,70067909.0,95.0,6.1,737.0,8.385361,Comedy,1
"I, Robot",2004,120000000.0,347234916.0,115.0,6.7,3889.0,14.43075,"Action, Science Fiction",1
How the West Was Won,1962,15000000.0,50000000.0,162.0,6.6,83.0,7.281721,"History, Western, Adventure",1
The Bourne Supremacy,2004,75000000.0,288500217.0,108.0,7.2,2873.0,20.40426,"Action, Drama, Thriller",1
Catwoman,2004,100000000.0,82102379.0,104.0,4.2,833.0,13.340272,"Action, Crime",0
A Home at the End of the World,2004,6500000.0,1548955.0,96.0,6.8,45.0,4.136105,"Romance, Drama",0
Stay Hungry,1976,5000000.0,24854765.0,102.0,5.8,15.0,2.44274,"Comedy, Drama",1
Shalako,1968,1455000.0,2620000.0,113.0,5.4,12.0,6.229674,Western,1
The New Adventures of Pippi Longstocking,1988,5000000.0,3569939.0,100.0,5.8,18.0,3.078111,"Fantasy, Adventure, Family",0
The Super,1991,22000000.0,11000863.0,84.0,5.5,21.0,4.196125,Comedy,0
A Woman Is a Woman,1961,160000.0,100655.0,84.0,7.5,63.0,4.431293,"Comedy, Drama, Romance",0
The Manchurian Candidate,2004,80000000.0,96105964.0,129.0,6.2,401.0,10.796939,"Drama, Thriller, Mystery",1
Thunderbirds,2004,57000000.0,28283637.0,95.0,4.2,92.0,14.363421,"Action, Adventure, Comedy, Family, Fantasy, Science Fiction",0
The Village,2004,60000000.0,256697520.0,108.0,6.2,1101.0,8.172707,"Drama, Mystery, Thriller",1
Garden State,2004,2500000.0,26781723.0,102.0,7.1,631.0,11.630809,"Comedy, Drama, Romance",1
Collateral,2004,65000000.0,217764291.0,120.0,7.0,1476.0,13.455112,"Drama, Crime, Thriller",1
Little Black Book,2004,35000000.0,22034832.0,111.0,5.2,114.0,5.093704,"Comedy, Romance, Drama",0
Harold & Kumar Go to White Castle,2004,9000000.0,23936908.0,88.0,6.6,709.0,8.344105,"Comedy, Adventure",1
The Princess Diaries 2: Royal Engagement,2004,40000000.0,95149435.0,113.0,6.0,726.0,8.248895,"Comedy, Drama, Family, Romance",1
AVP: Alien vs. Predator,2004,70000000.0,171183863.0,101.0,5.6,1241.0,12.636205,"Adventure, Science Fiction, Action",1
Yu-Gi-Oh! The Movie,2004,20000000.0,29170410.0,90.0,5.4,71.0,5.946085,"Adventure, Fantasy, Animation, Action, Comedy, Thriller, Science Fiction, Family",1
We Don't Live Here Anymore,2004,3000000.0,2037545.0,101.0,5.8,29.0,2.127661,"Drama, Romance",0
Without a Paddle,2004,19000000.0,69631118.0,95.0,5.3,217.0,6.046516,"Action, Adventure, Comedy, Thriller",1
Exorcist: The Beginning,2004,80000000.0,78000586.0,114.0,4.7,189.0,13.02369,"Horror, Mystery, Thriller",0
Anacondas: The Hunt for the Blood Orchid,2004,20000000.0,70992898.0,97.0,4.9,200.0,10.749404,"Adventure, Action, Horror, Science Fiction, Thriller",1
Suspect Zero,2004,27000000.0,13000000.0,99.0,5.5,99.0,7.550891,"Crime, Thriller",0
Vanity Fair,2004,23000000.0,16123851.0,141.0,5.5,75.0,6.614456,"Drama, Romance",0
The Cookout,2004,16000000.0,12.0,97.0,4.6,10.0,1.758079,"Comedy, Drama",0
Paparazzi,2004,20000000.0,16605763.0,84.0,5.8,52.0,12.553403,"Action, Drama, Thriller",0
Wicker Park,2004,30000000.0,13001257.0,114.0,6.7,159.0,5.605652,"Drama, Mystery, Romance, Thriller",0
Night of the Demons,1988,1200000.0,3109904.0,90.0,6.1,71.0,6.942907,Horror,1
Cellular,2004,25000000.0,56422687.0,94.0,6.1,548.0,5.918816,"Action, Adventure, Crime, Thriller",1
Resident Evil: Apocalypse,2004,45000000.0,129394835.0,94.0,6.1,1286.0,7.850797,"Horror, Action, Science Fiction",1
Mr. 3000,2004,30000000.0,21800302.0,104.0,5.0,66.0,4.902869,"Comedy, Drama",0
Sky Captain and the World of Tomorrow,2004,70000000.0,57958696.0,107.0,5.7,445.0,9.64113,"Mystery, Action, Thriller, Science Fiction, Adventure",0
Wimbledon,2004,31000000.0,41512007.0,98.0,6.0,303.0,14.224013,"Comedy, Romance",1
The Forgotten,2004,42000000.0,117575636.0,91.0,5.5,359.0,6.40146,"Crime, Drama, Horror, Mystery, Science Fiction, Thriller",1
A Dirty Shame,2004,15000000.0,1914166.0,89.0,5.4,65.0,7.665431,Comedy,0
Shaun of the Dead,2004,4000000.0,30039392.0,99.0,7.5,2479.0,14.902948,"Horror, Comedy",1
Alexander's Ragtime Band,1938,2000000.0,4000000.0,106.0,4.8,6.0,0.632261,"Drama, Music, Romance",1
Orca: The Killer Whale,1977,6000000.0,14717854.0,92.0,5.5,69.0,5.253453,"Drama, Adventure, Horror",1
1492: Conquest of Paradise,1992,47000000.0,7191399.0,154.0,6.1,180.0,11.618792,"Action, Adventure, Drama, History",0
Shark Tale,2004,75000000.0,367275019.0,90.0,5.8,1612.0,17.999273,"Animation, Action, Comedy, Family",1
Ladder 49,2004,60000000.0,74541707.0,115.0,6.2,213.0,7.650411,"Drama, Action, Thriller",1
Raise Your Voice,2004,15000000.0,14867514.0,103.0,6.0,221.0,4.387004,"Music, Drama, Romance",0
Taxi,2004,25000000.0,36609966.0,97.0,4.8,245.0,7.745017,"Thriller, Action, Comedy, Crime",1
Primer,2004,7000.0,424760.0,77.0,6.9,671.0,7.15307,"Science Fiction, Drama, Thriller",1
Shall We Dance?,2004,50000000.0,170128460.0,107.0,5.9,308.0,9.082538,"Drama, Romance, Comedy",1
Team America: World Police,2004,32000000.0,50907422.0,98.0,6.6,667.0,11.428941,"Music, Adventure, Animation, Action, Comedy",1
Cannonball,1976,780000.0,1500000.0,93.0,5.7,20.0,2.096666,Action,1
Friday Night Lights,2004,30000000.0,61255921.0,118.0,7.0,154.0,13.041943,Drama,1
Tarnation,2003,218.0,1162014.0,91.0,7.5,22.0,1.620207,"Documentary, Drama",1
Surviving Christmas,2004,45000000.0,14793624.0,91.0,5.1,107.0,8.698971,"Comedy, Romance",0
The Grudge,2004,10000000.0,183474602.0,92.0,5.8,889.0,9.740827,"Horror, Mystery, Thriller",1
Alfie,2004,60000000.0,13395939.0,103.0,5.5,255.0,10.411608,Comedy,0
Sideways,2004,16000000.0,109502303.0,126.0,6.9,484.0,12.646518,"Comedy, Drama, Romance",1
The Machinist,2004,5000000.0,8203235.0,101.0,7.3,1280.0,10.737565,"Thriller, Drama",1
Saw,2004,1200000.0,103911669.0,103.0,7.2,2255.0,23.508433,"Horror, Mystery, Crime",1
Ray,2004,40000000.0,124731534.0,152.0,7.2,481.0,10.603762,"Drama, Music",1
The Incredibles,2004,92000000.0,631442092.0,115.0,7.4,5290.0,22.220214,"Action, Adventure, Animation, Family",1
The Polar Express,2004,165000000.0,305875730.0,100.0,6.4,1524.0,14.27536,"Adventure, Animation, Family, Fantasy",1
Seed of Chucky,2004,12000000.0,24829644.0,87.0,4.9,302.0,15.216315,"Drama, Horror, Comedy",1
After the Sunset,2004,60000000.0,61347797.0,97.0,6.0,227.0,11.945666,"Action, Comedy, Crime, Drama",1
Bridget Jones: The Edge of Reason,2004,50000000.0,40203020.0,108.0,6.1,775.0,7.78817,"Comedy, Romance",0
Finding Neverland,2004,25000000.0,116766556.0,106.0,7.2,1269.0,15.529604,Drama,1
Veer-Zaara,2004,7000000.0,29385320.0,192.0,7.5,67.0,3.319516,"Drama, Romance",1
National Treasure,2004,100000000.0,347451894.0,131.0,6.4,1974.0,18.932203,"Adventure, Action, Thriller, Mystery",1
Bad Education,2004,5000000.0,40266982.0,106.0,7.1,223.0,7.66414,"Crime, Drama, Romance, Thriller",1
The SpongeBob SquarePants Movie,2004,30000000.0,140161792.0,87.0,6.7,593.0,11.213712,"Animation, Comedy, Family",1
Alexander,2004,155000000.0,167298192.0,175.0,5.6,957.0,13.498641,"War, History, Action, Adventure, Drama, Romance",1
Closer,2004,27000000.0,115505027.0,104.0,6.7,845.0,10.860952,"Drama, Romance",1
Ocean's Twelve,2004,110000000.0,362744280.0,125.0,6.4,2169.0,11.869347,"Thriller, Crime",1
Blade: Trinity,2004,65000000.0,128905366.0,123.0,5.7,1276.0,18.860681,"Science Fiction, Action, Horror, Thriller, Adventure, Fantasy",1
The Bellboy,1960,900000.0,10000000.0,72.0,6.1,22.0,2.738268,Comedy,1
Cinderfella,1960,3000000.0,7100000.0,91.0,6.7,25.0,2.395067,"Comedy, Romance",1
Stateside,2004,16000000.0,174318.0,97.0,5.6,12.0,1.054438,"Drama, Music, Romance",0
Fire in the Sky,1993,19885552.0,19724334.0,109.0,6.5,128.0,6.118228,"Drama, Horror, Thriller, Mystery",0
The Cheat,1915,17311.0,137365.0,59.0,4.8,11.0,0.680407,Drama,1
The Big Parade,1925,245000.0,22000000.0,151.0,7.0,22.0,2.084627,"Drama, Romance, War",1
She Done Him Wrong,1933,200000.0,2200000.0,66.0,5.2,28.0,1.840758,Comedy,1
The Informer,1935,243000.0,950000.0,91.0,6.5,23.0,2.000496,Drama,1
Boom Town,1940,2000000.0,9172000.0,119.0,6.5,8.0,1.52854,"Adventure, Drama, Romance",1
A Guy Named Joe,1944,2627000.0,5363000.0,120.0,6.0,8.0,0.662665,"Drama, Romance, War",1
3 Godfathers,1948,1243000.0,2841000.0,106.0,6.1,39.0,3.803268,"Action, Drama, Western",1
Fort Apache,1948,2500000.0,3000000.0,125.0,6.8,68.0,5.499979,Western,1
The Pirate,1948,3700000.0,2956000.0,102.0,6.6,17.0,1.830178,"Music, Romance",0
Annie Get Your Gun,1950,3768785.0,8000000.0,107.0,7.3,22.0,2.090588,"Action, Comedy, Music, Romance, Western",1
The Nun's Story,1959,3500000.0,12800000.0,149.0,7.4,46.0,3.473993,Drama,1
Eegah,1962,15000.0,3274.0,90.0,2.8,18.0,1.274228,Horror,0
Mutiny on the Bounty,1962,19000000.0,13680000.0,178.0,6.5,68.0,5.857488,"Adventure, Drama, History",0
The Battle of Algiers,1966,800000.0,921548.0,121.0,7.8,167.0,11.322173,"Drama, War, History",1
Dracula: Prince of Darkness,1966,280379.0,364937.0,90.0,6.1,54.0,8.913793,Horror,1
Major Dundee,1965,3800000.0,14873.0,123.0,6.2,41.0,3.055936,"War, Western",0
The Train,1964,5800000.0,6800000.0,133.0,7.2,74.0,4.412564,"Action, Drama, Thriller, War",1
The Bride Wore Black,1968,747000.0,44566.0,107.0,7.3,41.0,2.775402,"Mystery, Drama, Romance, Thriller, Crime",0
Point Blank,1967,2500000.0,3200000.0,92.0,7.1,97.0,5.352165,"Action, Crime, Drama, Thriller",1
Zabriskie Point,1970,7000000.0,1000000.0,113.0,7.1,78.0,6.258456,"Drama, Romance",0
Sweet Sweetback's Baadasssss Song,1971,150000.0,15200000.0,97.0,4.7,19.0,1.435148,"Action, Drama, Romance",1
"Farewell, My Lovely",1975,2500000.0,2000000.0,95.0,6.8,26.0,3.875842,"Crime, Mystery, Thriller",0
Silver Streak,1976,6500000.0,51079064.0,114.0,6.8,101.0,8.254209,"Comedy, Crime, Romance, Thriller",1
High Anxiety,1977,3400000.0,31063038.0,94.0,6.5,86.0,5.101153,"Comedy, Music",1
Sorcerer,1977,22000000.0,12000000.0,121.0,7.5,104.0,13.966833,"Action, Thriller, Adventure",0
The In-Laws,1979,9000000.0,38200000.0,103.0,6.7,26.0,3.336115,"Action, Adventure, Comedy",1
Peter-No-Tail,1981,48740.0,955401.0,81.0,5.7,7.0,0.545722,"Romance, Family, Animation, Drama",1
Blue Thunder,1983,22000000.0,42313354.0,109.0,5.9,117.0,10.456371,"Science Fiction, Action, Thriller, Crime, Drama",1
Rumble Fish,1983,10000000.0,2494480.0,94.0,6.8,141.0,8.20519,"Action, Adventure, Crime, Drama, Romance",0
Twilight Zone: The Movie,1983,10000000.0,29450919.0,101.0,6.2,164.0,5.836054,"Drama, Fantasy, Horror, Science Fiction, Thriller",1
Racing with the Moon,1984,9000000.0,6045657.0,108.0,5.8,15.0,10.941991,"Drama, Romance",0
Bliss,1985,3400000.0,660537.0,112.0,5.2,5.0,0.40319,"Comedy, Drama, Romance",0
Mishima: A Life in Four Chapters,1985,5000000.0,502758.0,121.0,7.7,37.0,8.591834,Drama,0
Club Paradise,1986,15000000.0,12308521.0,96.0,4.3,20.0,4.079853,"Comedy, Drama, Romance",0
Solarbabies,1986,25000000.0,1579260.0,94.0,5.1,12.0,1.278665,Science Fiction,0
